State,Speed,Gender,Age
Alabama,140,Male,20
Alabama,110,Male,25
Alabama,103,Male,32
Alabama,100,Male,46
Alabama,100,Male,22
Alabama,100,Male,20
Alabama,100,Male,32
Alabama,100,Male,22
Alabama,100,Male,14
Alabama,100,Male,22
Alabama,100,Male,18
Alabama,100,Male,29
Alabama,100,Male,27
Alabama,100,Male,34
Alabama,100,Male,52
Alabama,96,Male,36
Alabama,96,Male,50
Alabama,95,Male,26
Alabama,95,Male,28
Alabama,95,Male,18
Alabama,95,Male,18
Alabama,95,Male,44
Alabama,94,Male,51
Alabama,90,Male,29
Alabama,90,Male,29
Alabama,90,Male,31
Alabama,90,Male,45
Alabama,90,Male,62
Alabama,90,Male,51
Alabama,90,Male,46
Alabama,90,Male,47
Alabama,90,Male,19
Alabama,90,Male,20
Alabama,90,Male,42
Alabama,90,Male,24
Alabama,90,Male,26
Alabama,90,Male,34
Alabama,90,Male,28
Alabama,90,Male,29
Alabama,86,Male,69
Alabama,86,Male,34
Alabama,85,Male,40
Alabama,85,Male,43
Alabama,85,Male,10
Alabama,85,Male,27
Alabama,85,Male,19
Alabama,85,Male,15
Alabama,85,Male,45
Alabama,85,Male,36
Alabama,85,Male,37
Alabama,85,Male,33
Alabama,85,Male,48
Alabama,85,Male,24
Alabama,85,Male,24
Alabama,85,Male,19
Alabama,85,Male,18
Alabama,85,Male,17
Alabama,85,Male,27
Alabama,81,Male,25
Alabama,80,Male,31
Alabama,80,Male,55
Alabama,80,Male,24
Alabama,80,Male,27
Alabama,80,Male,33
Alabama,80,Male,35
Alabama,80,Male,86
Alabama,80,Male,65
Alabama,80,Male,23
Alabama,80,Male,22
Alabama,80,Male,22
Alabama,80,Male,16
Alabama,80,Male,53
Alabama,80,Male,53
Alabama,80,Male,65
Alabama,80,Male,45
Alabama,80,Male,22
Alabama,78,Male,38
Alabama,78,Male,29
Alabama,78,Male,29
Alabama,78,Male,2
Alabama,75,Male,40
Alabama,75,Male,27
Alabama,75,Male,36
Alabama,75,Male,32
Alabama,75,Male,22
Alabama,75,Male,55
Alabama,75,Male,33
Alabama,75,Male,17
Alabama,75,Male,17
Alabama,75,Male,15
Alabama,75,Male,15
Alabama,75,Male,33
Alabama,75,Male,38
Alabama,75,Male,32
Alabama,75,Male,17
Alabama,75,Male,17
Alabama,75,Male,20
Alabama,75,Male,52
Alabama,75,Male,33
Alabama,75,Male,28
Alabama,75,Male,42
Alabama,75,Male,22
Alabama,75,Male,40
Alabama,75,Male,32
Alabama,75,Male,3
Alabama,75,Male,4
Alabama,75,Male,17
Alabama,75,Male,19
Alabama,71,Male,52
Alabama,70,Male,49
Alabama,70,Male,66
Alabama,70,Male,85
Alabama,70,Male,62
Alabama,70,Male,66
Alabama,70,Male,38
Alabama,70,Male,37
Alabama,70,Male,45
Alabama,70,Male,18
Alabama,70,Male,17
Alabama,70,Male,26
Alabama,70,Male,77
Alabama,70,Male,37
Alabama,70,Male,21
Alabama,70,Male,75
Alabama,70,Male,61
Alabama,70,Male,30
Alabama,70,Male,27
Alabama,70,Male,1
Alabama,70,Male,26
Alabama,70,Male,16
Alabama,70,Male,16
Alabama,70,Male,40
Alabama,70,Male,20
Alabama,70,Male,30
Alabama,70,Male,24
Alabama,70,Male,42
Alabama,70,Male,27
Alabama,70,Male,35
Alabama,70,Male,70
Alabama,70,Male,35
Alabama,70,Male,60
Alabama,70,Male,19
Alabama,70,Male,84
Alabama,70,Male,23
Alabama,70,Male,45
Alabama,70,Male,37
Alabama,70,Male,25
Alabama,70,Male,58
Alabama,70,Male,73
Alabama,70,Male,4
Alabama,70,Male,56
Alabama,70,Male,27
Alabama,70,Male,64
Alabama,70,Male,26
Alabama,70,Male,33
Alabama,70,Male,63
Alabama,70,Male,20
Alabama,70,Male,68
Alabama,70,Male,37
Alabama,70,Male,24
Alabama,70,Male,64
Alabama,70,Male,51
Alabama,70,Male,68
Alabama,68,Male,37
Alabama,68,Male,63
Alabama,68,Male,27
Alabama,68,Male,42
Alabama,66,Male,33
Alabama,66,Male,18
Alabama,66,Male,21
Alabama,66,Male,19
Alabama,66,Male,15
Alabama,66,Male,18
Alabama,65,Male,60
Alabama,65,Male,17
Alabama,65,Male,18
Alabama,65,Male,33
Alabama,65,Male,24
Alabama,65,Male,27
Alabama,65,Male,19
Alabama,65,Male,48
Alabama,65,Male,22
Alabama,65,Male,22
Alabama,65,Male,21
Alabama,65,Male,49
Alabama,65,Male,30
Alabama,65,Male,15
Alabama,65,Male,39
Alabama,65,Male,19
Alabama,65,Male,18
Alabama,65,Male,19
Alabama,65,Male,49
Alabama,65,Male,23
Alabama,65,Male,19
Alabama,65,Male,51
Alabama,65,Male,78
Alabama,65,Male,3
Alabama,65,Male,1
Alabama,65,Male,14
Alabama,65,Male,14
Alabama,65,Male,36
Alabama,65,Male,35
Alabama,65,Male,23
Alabama,65,Male,16
Alabama,65,Male,18
Alabama,65,Male,56
Alabama,65,Male,27
Alabama,65,Male,31
Alabama,65,Male,50
Alabama,65,Male,37
Alabama,65,Male,47
Alabama,65,Male,35
Alabama,65,Male,55
Alabama,65,Male,38
Alabama,65,Male,33
Alabama,65,Male,18
Alabama,65,Male,52
Alabama,65,Male,46
Alabama,65,Male,41
Alabama,65,Male,45
Alabama,65,Male,33
Alabama,65,Male,24
Alabama,65,Male,48
Alabama,65,Male,33
Alabama,65,Male,31
Alabama,65,Male,5
Alabama,65,Male,9
Alabama,65,Male,6
Alabama,65,Male,3
Alabama,65,Male,19
Alabama,65,Male,47
Alabama,65,Male,36
Alabama,65,Male,38
Alabama,65,Male,56
Alabama,65,Male,27
Alabama,65,Male,53
Alabama,65,Male,35
Alabama,65,Male,38
Alabama,65,Male,30
Alabama,65,Male,49
Alabama,65,Male,59
Alabama,65,Male,21
Alabama,65,Male,52
Alabama,65,Male,56
Alabama,65,Male,23
Alabama,65,Male,44
Alabama,65,Male,34
Alabama,65,Male,58
Alabama,65,Male,29
Alabama,65,Male,17
Alabama,65,Male,19
Alabama,65,Male,50
Alabama,62,Male,43
Alabama,62,Male,42
Alabama,62,Male,22
Alabama,62,Male,21
Alabama,62,Male,21
Alabama,62,Male,23
Alabama,62,Male,49
Alabama,61,Male,27
Alabama,61,Male,25
Alabama,60,Male,41
Alabama,60,Male,43
Alabama,60,Male,22
Alabama,60,Male,52
Alabama,60,Male,85
Alabama,60,Male,29
Alabama,60,Male,45
Alabama,60,Male,25
Alabama,60,Male,88
Alabama,60,Male,24
Alabama,60,Male,26
Alabama,60,Male,42
Alabama,60,Male,59
Alabama,60,Male,48
Alabama,60,Male,40
Alabama,60,Male,27
Alabama,60,Male,41
Alabama,60,Male,35
Alabama,60,Male,29
Alabama,60,Male,16
Alabama,60,Male,15
Alabama,60,Male,16
Alabama,60,Male,69
Alabama,60,Male,26
Alabama,60,Male,25
Alabama,60,Male,53
Alabama,60,Male,51
Alabama,60,Male,42
Alabama,60,Male,55
Alabama,60,Male,23
Alabama,60,Male,16
Alabama,60,Male,13
Alabama,60,Male,14
Alabama,60,Male,61
Alabama,60,Male,28
Alabama,60,Male,20
Alabama,60,Male,42
Alabama,60,Male,22
Alabama,60,Male,37
Alabama,60,Male,9
Alabama,60,Male,46
Alabama,60,Male,36
Alabama,60,Male,61
Alabama,60,Male,39
Alabama,60,Male,9
Alabama,60,Male,15
Alabama,60,Male,26
Alabama,60,Male,60
Alabama,60,Male,64
Alabama,60,Male,43
Alabama,60,Male,26
Alabama,60,Male,33
Alabama,60,Male,60
Alabama,60,Male,25
Alabama,60,Male,17
Alabama,60,Male,23
Alabama,60,Male,20
Alabama,60,Male,18
Alabama,57,Male,47
Alabama,57,Male,68
Alabama,57,Male,71
Alabama,57,Male,68
Alabama,55,Male,68
Alabama,55,Male,21
Alabama,55,Male,50
Alabama,55,Male,25
Alabama,55,Male,18
Alabama,55,Male,36
Alabama,55,Male,59
Alabama,55,Male,26
Alabama,55,Male,29
Alabama,55,Male,64
Alabama,55,Male,29
Alabama,55,Male,69
Alabama,55,Male,60
Alabama,55,Male,71
Alabama,55,Male,50
Alabama,55,Male,17
Alabama,55,Male,47
Alabama,55,Male,18
Alabama,55,Male,17
Alabama,55,Male,30
Alabama,55,Male,7
Alabama,55,Male,12
Alabama,55,Male,12
Alabama,55,Male,14
Alabama,55,Male,8
Alabama,55,Male,83
Alabama,55,Male,19
Alabama,55,Male,71
Alabama,55,Male,72
Alabama,55,Male,59
Alabama,55,Male,1
Alabama,55,Male,10
Alabama,55,Male,15
Alabama,55,Male,41
Alabama,55,Male,36
Alabama,55,Male,78
Alabama,55,Male,66
Alabama,55,Male,47
Alabama,55,Male,18
Alabama,55,Male,17
Alabama,55,Male,18
Alabama,55,Male,18
Alabama,55,Male,65
Alabama,55,Male,34
Alabama,55,Male,26
Alabama,55,Male,36
Alabama,55,Male,29
Alabama,55,Male,49
Alabama,55,Male,29
Alabama,55,Male,41
Alabama,55,Male,71
Alabama,55,Male,28
Alabama,55,Male,6
Alabama,55,Male,52
Alabama,55,Male,7
Alabama,55,Male,57
Alabama,55,Male,21
Alabama,55,Male,37
Alabama,55,Male,64
Alabama,55,Male,31
Alabama,55,Male,75
Alabama,55,Male,32
Alabama,55,Male,46
Alabama,55,Male,25
Alabama,55,Male,54
Alabama,55,Male,70
Alabama,55,Male,53
Alabama,55,Male,51
Alabama,55,Male,73
Alabama,55,Male,75
Alabama,55,Male,72
Alabama,55,Male,73
Alabama,55,Male,80
Alabama,55,Male,29
Alabama,55,Male,29
Alabama,55,Male,34
Alabama,55,Male,24
Alabama,55,Male,43
Alabama,55,Male,32
Alabama,55,Male,47
Alabama,55,Male,32
Alabama,55,Male,29
Alabama,55,Male,1
Alabama,55,Male,4
Alabama,55,Male,30
Alabama,55,Male,47
Alabama,55,Male,63
Alabama,55,Male,63
Alabama,55,Male,45
Alabama,55,Male,35
Alabama,55,Male,27
Alabama,55,Male,65
Alabama,55,Male,56
Alabama,55,Male,39
Alabama,55,Male,73
Alabama,55,Male,49
Alabama,55,Male,22
Alabama,55,Male,59
Alabama,55,Male,55
Alabama,55,Male,80
Alabama,55,Male,2
Alabama,55,Male,58
Alabama,55,Male,19
Alabama,55,Male,37
Alabama,55,Male,32
Alabama,55,Male,8
Alabama,55,Male,8
Alabama,55,Male,60
Alabama,55,Male,26
Alabama,55,Male,2
Alabama,55,Male,30
Alabama,55,Male,49
Alabama,55,Male,49
Alabama,55,Male,50
Alabama,55,Male,37
Alabama,55,Male,33
Alabama,55,Male,49
Alabama,55,Male,23
Alabama,55,Male,26
Alabama,55,Male,10
Alabama,55,Male,5
Alabama,55,Male,18
Alabama,55,Male,18
Alabama,55,Male,50
Alabama,55,Male,68
Alabama,55,Male,17
Alabama,55,Male,37
Alabama,55,Male,29
Alabama,55,Male,66
Alabama,55,Male,39
Alabama,55,Male,57
Alabama,55,Male,28
Alabama,55,Male,27
Alabama,55,Male,2
Alabama,55,Male,5
Alabama,55,Male,8
Alabama,55,Male,48
Alabama,55,Male,50
Alabama,55,Male,19
Alabama,55,Male,37
Alabama,55,Male,20
Alabama,55,Male,36
Alabama,55,Male,31
Alabama,53,Male,16
Alabama,53,Male,24
Alabama,53,Male,69
Alabama,50,Male,15
Alabama,50,Male,47
Alabama,50,Male,14
Alabama,50,Male,86
Alabama,50,Male,43
Alabama,50,Male,25
Alabama,50,Male,24
Alabama,50,Male,21
Alabama,50,Male,76
Alabama,50,Male,45
Alabama,50,Male,36
Alabama,50,Male,36
Alabama,50,Male,25
Alabama,50,Male,28
Alabama,50,Male,53
Alabama,50,Male,46
Alabama,50,Male,45
Alabama,50,Male,51
Alabama,50,Male,66
Alabama,50,Male,65
Alabama,50,Male,63
Alabama,50,Male,21
Alabama,50,Male,53
Alabama,50,Male,36
Alabama,50,Male,32
Alabama,50,Male,16
Alabama,50,Male,15
Alabama,50,Male,55
Alabama,50,Male,58
Alabama,50,Male,22
Alabama,50,Male,1
Alabama,50,Male,36
Alabama,50,Male,66
Alabama,50,Male,18
Alabama,50,Male,55
Alabama,50,Male,56
Alabama,50,Male,57
Alabama,50,Male,42
Alabama,50,Male,78
Alabama,50,Male,63
Alabama,50,Male,45
Alabama,50,Male,50
Alabama,50,Male,40
Alabama,50,Male,51
Alabama,50,Male,56
Alabama,50,Male,60
Alabama,50,Male,43
Alabama,50,Male,70
Alabama,50,Male,58
Alabama,50,Male,22
Alabama,50,Male,21
Alabama,50,Male,71
Alabama,50,Male,47
Alabama,50,Male,37
Alabama,50,Male,21
Alabama,50,Male,16
Alabama,50,Male,35
Alabama,50,Male,62
Alabama,50,Male,49
Alabama,50,Male,63
Alabama,50,Male,46
Alabama,49,Male,6
Alabama,48,Male,57
Alabama,45,Male,64
Alabama,45,Male,17
Alabama,45,Male,64
Alabama,45,Male,35
Alabama,45,Male,35
Alabama,45,Male,44
Alabama,45,Male,65
Alabama,45,Male,67
Alabama,45,Male,58
Alabama,45,Male,35
Alabama,45,Male,31
Alabama,45,Male,25
Alabama,45,Male,46
Alabama,45,Male,58
Alabama,45,Male,23
Alabama,45,Male,35
Alabama,45,Male,86
Alabama,45,Male,67
Alabama,45,Male,17
Alabama,45,Male,51
Alabama,45,Male,25
Alabama,45,Male,58
Alabama,45,Male,18
Alabama,45,Male,16
Alabama,45,Male,67
Alabama,45,Male,13
Alabama,45,Male,61
Alabama,45,Male,1
Alabama,45,Male,18
Alabama,45,Male,88
Alabama,45,Male,17
Alabama,45,Male,50
Alabama,45,Male,51
Alabama,45,Male,42
Alabama,45,Male,60
Alabama,45,Male,27
Alabama,45,Male,40
Alabama,45,Male,72
Alabama,45,Male,47
Alabama,45,Male,48
Alabama,45,Male,16
Alabama,45,Male,58
Alabama,45,Male,20
Alabama,45,Male,21
Alabama,45,Male,15
Alabama,45,Male,41
Alabama,45,Male,56
Alabama,45,Male,23
Alabama,45,Male,48
Alabama,45,Male,19
Alabama,45,Male,17
Alabama,45,Male,40
Alabama,45,Male,48
Alabama,45,Male,31
Alabama,45,Male,37
Alabama,45,Male,56
Alabama,45,Male,5
Alabama,45,Male,40
Alabama,45,Male,73
Alabama,45,Male,53
Alabama,45,Male,37
Alabama,45,Male,56
Alabama,45,Male,58
Alabama,45,Male,21
Alabama,45,Male,45
Alabama,45,Male,34
Alabama,45,Male,51
Alabama,45,Male,25
Alabama,45,Male,32
Alabama,45,Male,39
Alabama,45,Male,60
Alabama,45,Male,20
Alabama,45,Male,21
Alabama,45,Male,29
Alabama,45,Male,23
Alabama,45,Male,41
Alabama,45,Male,20
Alabama,45,Male,29
Alabama,45,Male,19
Alabama,45,Male,15
Alabama,45,Male,19
Alabama,45,Male,15
Alabama,45,Male,19
Alabama,45,Male,38
Alabama,45,Male,26
Alabama,45,Male,9
Alabama,45,Male,33
Alabama,45,Male,9
Alabama,42,Male,52
Alabama,40,Male,79
Alabama,40,Male,64
Alabama,40,Male,62
Alabama,40,Male,56
Alabama,40,Male,61
Alabama,40,Male,53
Alabama,40,Male,30
Alabama,40,Male,65
Alabama,40,Male,21
Alabama,40,Male,3
Alabama,40,Male,20
Alabama,40,Male,3
Alabama,40,Male,1
Alabama,40,Male,41
Alabama,40,Male,85
Alabama,40,Male,43
Alabama,40,Male,18
Alabama,40,Male,18
Alabama,40,Male,40
Alabama,40,Male,41
Alabama,40,Male,23
Alabama,40,Male,38
Alabama,40,Male,10
Alabama,40,Male,54
Alabama,40,Male,40
Alabama,40,Male,10
Alabama,40,Male,12
Alabama,40,Male,23
Alabama,40,Male,21
Alabama,40,Male,37
Alabama,40,Male,20
Alabama,40,Male,60
Alabama,40,Male,80
Alabama,40,Male,27
Alabama,39,Male,30
Alabama,35,Male,21
Alabama,35,Male,24
Alabama,35,Male,20
Alabama,35,Male,38
Alabama,35,Male,45
Alabama,35,Male,56
Alabama,35,Male,66
Alabama,35,Male,15
Alabama,35,Male,35
Alabama,35,Male,57
Alabama,35,Male,25
Alabama,35,Male,35
Alabama,35,Male,19
Alabama,35,Male,38
Alabama,35,Male,17
Alabama,35,Male,44
Alabama,26,Male,59
